#z [m]	|lamba [J/s m K]	|rho [kg/m^3]	|alpha [1/K]
0.501586 	| 0.013344 	|52.815566 	|0.004757 
0.501698 	| 0.013344 	|52.815268 	|0.004757 
0.501810 	| 0.013344 	|52.814970 	|0.004757 
0.501922 	| 0.013344 	|52.814671 	|0.004757 
0.502034 	| 0.013344 	|52.814373 	|0.004757 
0.502146 	| 0.013344 	|52.814075 	|0.004757 
0.502258 	| 0.013344 	|52.813777 	|0.004757 
0.502370 	| 0.013344 	|52.813479 	|0.004757 
0.502482 	| 0.013344 	|52.813181 	|0.004757 
0.502594 	| 0.013344 	|52.812883 	|0.004757 
0.502706 	| 0.013344 	|52.812585 	|0.004757 
0.502818 	| 0.013345 	|52.812287 	|0.004757 
0.502930 	| 0.013345 	|52.811989 	|0.004757 
0.503042 	| 0.013345 	|52.811691 	|0.004757 
0.503154 	| 0.013345 	|52.811393 	|0.004757 
0.503266 	| 0.013345 	|52.811095 	|0.004757 
0.503378 	| 0.013345 	|52.810797 	|0.004757 
0.503490 	| 0.013345 	|52.810499 	|0.004756 
0.503602 	| 0.013345 	|52.810201 	|0.004756 
0.503714 	| 0.013345 	|52.809903 	|0.004756 
0.503826 	| 0.013345 	|52.809605 	|0.004756 
0.503938 	| 0.013345 	|52.809307 	|0.004756 
0.504050 	| 0.013345 	|52.809009 	|0.004756 
0.504162 	| 0.013346 	|52.808711 	|0.004756 
0.504274 	| 0.013346 	|52.808413 	|0.004756 
0.504386 	| 0.013346 	|52.808115 	|0.004756 
0.504498 	| 0.013346 	|52.807817 	|0.004756 
0.504610 	| 0.013346 	|52.807519 	|0.004756 
0.504722 	| 0.013346 	|52.807221 	|0.004756 
0.504834 	| 0.013346 	|52.806924 	|0.004756 
0.504946 	| 0.013346 	|52.806626 	|0.004756 
0.505059 	| 0.013346 	|52.806328 	|0.004756 
0.505171 	| 0.013346 	|52.806030 	|0.004756 
0.505283 	| 0.013346 	|52.805732 	|0.004756 
0.505395 	| 0.013346 	|52.805434 	|0.004756 
0.505507 	| 0.013347 	|52.805136 	|0.004756 
0.505619 	| 0.013347 	|52.804838 	|0.004756 
0.505731 	| 0.013347 	|52.804540 	|0.004756 
0.505843 	| 0.013347 	|52.804243 	|0.004756 
0.505955 	| 0.013347 	|52.803945 	|0.004755 
0.506067 	| 0.013347 	|52.803647 	|0.004755 
0.506179 	| 0.013347 	|52.803349 	|0.004755 
0.506291 	| 0.013347 	|52.803051 	|0.004755 
0.506403 	| 0.013347 	|52.802753 	|0.004755 
0.506515 	| 0.013347 	|52.802456 	|0.004755 
0.506627 	| 0.013347 	|52.802158 	|0.004755 
0.506739 	| 0.013347 	|52.801860 	|0.004755 
0.506851 	| 0.013348 	|52.801562 	|0.004755 
0.506963 	| 0.013348 	|52.801264 	|0.004755 
0.507075 	| 0.013348 	|52.800967 	|0.004755 
0.507187 	| 0.013348 	|52.800669 	|0.004755 
0.507299 	| 0.013348 	|52.800371 	|0.004755 
0.507411 	| 0.013348 	|52.800073 	|0.004755 
0.507523 	| 0.013348 	|52.799775 	|0.004755 
0.507635 	| 0.013348 	|52.799478 	|0.004755 
0.507747 	| 0.013348 	|52.799180 	|0.004755 
0.507859 	| 0.013348 	|52.798882 	|0.004755 
0.507971 	| 0.013348 	|52.798584 	|0.004755 
0.508083 	| 0.013348 	|52.798287 	|0.004755 
0.508195 	| 0.013349 	|52.797989 	|0.004755 
0.508307 	| 0.013349 	|52.797691 	|0.004755 
0.508419 	| 0.013349 	|52.797394 	|0.004755 
0.508531 	| 0.013349 	|52.797096 	|0.004754 
0.508643 	| 0.013349 	|52.796798 	|0.004754 
0.508755 	| 0.013349 	|52.796500 	|0.004754 
0.508867 	| 0.013349 	|52.796203 	|0.004754 
0.508979 	| 0.013349 	|52.795905 	|0.004754 
0.509091 	| 0.013349 	|52.795607 	|0.004754 
0.509203 	| 0.013349 	|52.795310 	|0.004754 
0.509315 	| 0.013349 	|52.795012 	|0.004754 
0.509427 	| 0.013349 	|52.794714 	|0.004754 
0.509539 	| 0.013350 	|52.794417 	|0.004754 
0.509651 	| 0.013350 	|52.794119 	|0.004754 
0.509763 	| 0.013350 	|52.793821 	|0.004754 
0.509875 	| 0.013350 	|52.793524 	|0.004754 
0.509987 	| 0.013350 	|52.793226 	|0.004754 
0.510099 	| 0.013350 	|52.792929 	|0.004754 
0.510211 	| 0.013350 	|52.792631 	|0.004754 
0.510323 	| 0.013350 	|52.792333 	|0.004754 
0.510435 	| 0.013350 	|52.792036 	|0.004754 
0.510547 	| 0.013350 	|52.791738 	|0.004754 
0.510659 	| 0.013350 	|52.791441 	|0.004754 
0.510771 	| 0.013350 	|52.791143 	|0.004754 
0.510883 	| 0.013350 	|52.790845 	|0.004754 
0.510995 	| 0.013351 	|52.790548 	|0.004753 
0.511107 	| 0.013351 	|52.790250 	|0.004753 
0.511219 	| 0.013351 	|52.789953 	|0.004753 
0.511331 	| 0.013351 	|52.789655 	|0.004753 
0.511443 	| 0.013351 	|52.789358 	|0.004753 
0.511555 	| 0.013351 	|52.789060 	|0.004753 
0.511667 	| 0.013351 	|52.788763 	|0.004753 
0.511779 	| 0.013351 	|52.788465 	|0.004753 
0.511891 	| 0.013351 	|52.788168 	|0.004753 
0.512003 	| 0.013351 	|52.787870 	|0.004753 
0.512115 	| 0.013351 	|52.787572 	|0.004753 
0.512227 	| 0.013351 	|52.787275 	|0.004753 
0.512339 	| 0.013352 	|52.786977 	|0.004753 
0.512451 	| 0.013352 	|52.786680 	|0.004753 
0.512563 	| 0.013352 	|52.786383 	|0.004753 
0.512675 	| 0.013352 	|52.786085 	|0.004753 
0.512787 	| 0.013352 	|52.785788 	|0.004753 
0.512899 	| 0.013352 	|52.785490 	|0.004753 
0.513011 	| 0.013352 	|52.785193 	|0.004753 
0.513123 	| 0.013352 	|52.784895 	|0.004753 
0.513235 	| 0.013352 	|52.784598 	|0.004753 
0.513347 	| 0.013352 	|52.784300 	|0.004753 
0.513459 	| 0.013352 	|52.784003 	|0.004753 
0.513571 	| 0.013352 	|52.783705 	|0.004752 
0.513683 	| 0.013353 	|52.783408 	|0.004752 
0.513795 	| 0.013353 	|52.783111 	|0.004752 
0.513907 	| 0.013353 	|52.782813 	|0.004752 
0.514019 	| 0.013353 	|52.782516 	|0.004752 
0.514131 	| 0.013353 	|52.782218 	|0.004752 
0.514243 	| 0.013353 	|52.781921 	|0.004752 
0.514355 	| 0.013353 	|52.781624 	|0.004752 
0.514467 	| 0.013353 	|52.781326 	|0.004752 
0.514579 	| 0.013353 	|52.781029 	|0.004752 
0.514691 	| 0.013353 	|52.780732 	|0.004752 
0.514803 	| 0.013353 	|52.780434 	|0.004752 
0.514915 	| 0.013353 	|52.780137 	|0.004752 
0.515028 	| 0.013354 	|52.779840 	|0.004752 
0.515140 	| 0.013354 	|52.779542 	|0.004752 
0.515252 	| 0.013354 	|52.779245 	|0.004752 
0.515364 	| 0.013354 	|52.778948 	|0.004752 
0.515476 	| 0.013354 	|52.778650 	|0.004752 
0.515588 	| 0.013354 	|52.778353 	|0.004752 
0.515700 	| 0.013354 	|52.778056 	|0.004752 
0.515812 	| 0.013354 	|52.777758 	|0.004752 
0.515924 	| 0.013354 	|52.777461 	|0.004752 
0.516036 	| 0.013354 	|52.777164 	|0.004751 
0.516148 	| 0.013354 	|52.776866 	|0.004751 
0.516260 	| 0.013354 	|52.776569 	|0.004751 
0.516372 	| 0.013355 	|52.776272 	|0.004751 
0.516484 	| 0.013355 	|52.775975 	|0.004751 
0.516596 	| 0.013355 	|52.775677 	|0.004751 
0.516708 	| 0.013355 	|52.775380 	|0.004751 
0.516820 	| 0.013355 	|52.775083 	|0.004751 
0.516932 	| 0.013355 	|52.774786 	|0.004751 
0.517044 	| 0.013355 	|52.774488 	|0.004751 
0.517156 	| 0.013355 	|52.774191 	|0.004751 
0.517268 	| 0.013355 	|52.773894 	|0.004751 
0.517380 	| 0.013355 	|52.773597 	|0.004751 
0.517492 	| 0.013355 	|52.773300 	|0.004751 
0.517604 	| 0.013355 	|52.773002 	|0.004751 
0.517716 	| 0.013356 	|52.772705 	|0.004751 
0.517828 	| 0.013356 	|52.772408 	|0.004751 
0.517940 	| 0.013356 	|52.772111 	|0.004751 
0.518052 	| 0.013356 	|52.771814 	|0.004751 
0.518164 	| 0.013356 	|52.771517 	|0.004751 
0.518276 	| 0.013356 	|52.771219 	|0.004751 
0.518388 	| 0.013356 	|52.770922 	|0.004751 
0.518500 	| 0.013356 	|52.770625 	|0.004751 
0.518612 	| 0.013356 	|52.770328 	|0.004750 
0.518724 	| 0.013356 	|52.770031 	|0.004750 
0.518836 	| 0.013356 	|52.769734 	|0.004750 
0.518948 	| 0.013356 	|52.769437 	|0.004750 
0.519060 	| 0.013356 	|52.769139 	|0.004750 
0.519172 	| 0.013357 	|52.768842 	|0.004750 
0.519284 	| 0.013357 	|52.768545 	|0.004750 
0.519396 	| 0.013357 	|52.768248 	|0.004750 
0.519508 	| 0.013357 	|52.767951 	|0.004750 
0.519620 	| 0.013357 	|52.767654 	|0.004750 
0.519732 	| 0.013357 	|52.767357 	|0.004750 
0.519844 	| 0.013357 	|52.767060 	|0.004750 
0.519956 	| 0.013357 	|52.766763 	|0.004750 
0.520068 	| 0.013357 	|52.766466 	|0.004750 
0.520180 	| 0.013357 	|52.766169 	|0.004750 
0.520292 	| 0.013357 	|52.765872 	|0.004750 
0.520404 	| 0.013357 	|52.765575 	|0.004750 
0.520516 	| 0.013358 	|52.765278 	|0.004750 
0.520628 	| 0.013358 	|52.764981 	|0.004750 
0.520740 	| 0.013358 	|52.764683 	|0.004750 
0.520852 	| 0.013358 	|52.764386 	|0.004750 
0.520964 	| 0.013358 	|52.764089 	|0.004750 
0.521076 	| 0.013358 	|52.763792 	|0.004749 
0.521188 	| 0.013358 	|52.763495 	|0.004749 
0.521300 	| 0.013358 	|52.763198 	|0.004749 
0.521412 	| 0.013358 	|52.762902 	|0.004749 
0.521524 	| 0.013358 	|52.762605 	|0.004749 
0.521636 	| 0.013358 	|52.762308 	|0.004749 
0.521748 	| 0.013358 	|52.762011 	|0.004749 
0.521860 	| 0.013359 	|52.761714 	|0.004749 
0.521972 	| 0.013359 	|52.761417 	|0.004749 
0.522084 	| 0.013359 	|52.761120 	|0.004749 
0.522196 	| 0.013359 	|52.760823 	|0.004749 
0.522308 	| 0.013359 	|52.760526 	|0.004749 
0.522420 	| 0.013359 	|52.760229 	|0.004749 
0.522532 	| 0.013359 	|52.759932 	|0.004749 
0.522644 	| 0.013359 	|52.759635 	|0.004749 
0.522756 	| 0.013359 	|52.759338 	|0.004749 
0.522868 	| 0.013359 	|52.759041 	|0.004749 
0.522980 	| 0.013359 	|52.758744 	|0.004749 
0.523092 	| 0.013359 	|52.758448 	|0.004749 
0.523204 	| 0.013360 	|52.758151 	|0.004749 
0.523316 	| 0.013360 	|52.757854 	|0.004749 
0.523428 	| 0.013360 	|52.757557 	|0.004749 
0.523540 	| 0.013360 	|52.757260 	|0.004749 
0.523652 	| 0.013360 	|52.756963 	|0.004748 
0.523764 	| 0.013360 	|52.756666 	|0.004748 
0.523876 	| 0.013360 	|52.756369 	|0.004748 
0.523988 	| 0.013360 	|52.756073 	|0.004748 
0.524100 	| 0.013360 	|52.755776 	|0.004748 
0.524212 	| 0.013360 	|52.755479 	|0.004748 
0.524324 	| 0.013360 	|52.755182 	|0.004748 
0.524436 	| 0.013360 	|52.754885 	|0.004748 
0.524548 	| 0.013361 	|52.754589 	|0.004748 
0.524660 	| 0.013361 	|52.754292 	|0.004748 
0.524772 	| 0.013361 	|52.753995 	|0.004748 
0.524884 	| 0.013361 	|52.753698 	|0.004748 
0.524996 	| 0.013361 	|52.753401 	|0.004748 
0.525109 	| 0.013361 	|52.753105 	|0.004748 
0.525221 	| 0.013361 	|52.752808 	|0.004748 
0.525333 	| 0.013361 	|52.752511 	|0.004748 
0.525445 	| 0.013361 	|52.752214 	|0.004748 
0.525557 	| 0.013361 	|52.751918 	|0.004748 
0.525669 	| 0.013361 	|52.751621 	|0.004748 
0.525781 	| 0.013361 	|52.751324 	|0.004748 
0.525893 	| 0.013362 	|52.751027 	|0.004748 
0.526005 	| 0.013362 	|52.750731 	|0.004748 
0.526117 	| 0.013362 	|52.750434 	|0.004747 
0.526229 	| 0.013362 	|52.750137 	|0.004747 
0.526341 	| 0.013362 	|52.749841 	|0.004747 
0.526453 	| 0.013362 	|52.749544 	|0.004747 
0.526565 	| 0.013362 	|52.749247 	|0.004747 
0.526677 	| 0.013362 	|52.748950 	|0.004747 
0.526789 	| 0.013362 	|52.748654 	|0.004747 
0.526901 	| 0.013362 	|52.748357 	|0.004747 
0.527013 	| 0.013362 	|52.748060 	|0.004747 
0.527125 	| 0.013362 	|52.747764 	|0.004747 
0.527237 	| 0.013362 	|52.747467 	|0.004747 
0.527349 	| 0.013363 	|52.747170 	|0.004747 
0.527461 	| 0.013363 	|52.746874 	|0.004747 
0.527573 	| 0.013363 	|52.746577 	|0.004747 
0.527685 	| 0.013363 	|52.746281 	|0.004747 
0.527797 	| 0.013363 	|52.745984 	|0.004747 
0.527909 	| 0.013363 	|52.745687 	|0.004747 
0.528021 	| 0.013363 	|52.745391 	|0.004747 
0.528133 	| 0.013363 	|52.745094 	|0.004747 
0.528245 	| 0.013363 	|52.744798 	|0.004747 
0.528357 	| 0.013363 	|52.744501 	|0.004747 
0.528469 	| 0.013363 	|52.744204 	|0.004747 
0.528581 	| 0.013363 	|52.743908 	|0.004747 
0.528693 	| 0.013364 	|52.743611 	|0.004746 
0.528805 	| 0.013364 	|52.743315 	|0.004746 
0.528917 	| 0.013364 	|52.743018 	|0.004746 
0.529029 	| 0.013364 	|52.742722 	|0.004746 
0.529141 	| 0.013364 	|52.742425 	|0.004746 
0.529253 	| 0.013364 	|52.742128 	|0.004746 
0.529365 	| 0.013364 	|52.741832 	|0.004746 
0.529477 	| 0.013364 	|52.741535 	|0.004746 
0.529589 	| 0.013364 	|52.741239 	|0.004746 
0.529701 	| 0.013364 	|52.740942 	|0.004746 
0.529813 	| 0.013364 	|52.740646 	|0.004746 
0.529925 	| 0.013364 	|52.740349 	|0.004746 
0.530037 	| 0.013365 	|52.740053 	|0.004746 
0.530149 	| 0.013365 	|52.739756 	|0.004746 
0.530261 	| 0.013365 	|52.739460 	|0.004746 
0.530373 	| 0.013365 	|52.739163 	|0.004746 
0.530485 	| 0.013365 	|52.738867 	|0.004746 
0.530597 	| 0.013365 	|52.738570 	|0.004746 
0.530709 	| 0.013365 	|52.738274 	|0.004746 
0.530821 	| 0.013365 	|52.737978 	|0.004746 
0.530933 	| 0.013365 	|52.737681 	|0.004746 
0.531045 	| 0.013365 	|52.737385 	|0.004746 
0.531157 	| 0.013365 	|52.737088 	|0.004745 
0.531269 	| 0.013365 	|52.736792 	|0.004745 
0.531381 	| 0.013366 	|52.736495 	|0.004745 
0.531493 	| 0.013366 	|52.736199 	|0.004745 
0.531605 	| 0.013366 	|52.735903 	|0.004745 
0.531717 	| 0.013366 	|52.735606 	|0.004745 
0.531829 	| 0.013366 	|52.735310 	|0.004745 
0.531941 	| 0.013366 	|52.735013 	|0.004745 
0.532053 	| 0.013366 	|52.734717 	|0.004745 
0.532165 	| 0.013366 	|52.734421 	|0.004745 
0.532277 	| 0.013366 	|52.734124 	|0.004745 
0.532389 	| 0.013366 	|52.733828 	|0.004745 
0.532501 	| 0.013366 	|52.733531 	|0.004745 
0.532613 	| 0.013366 	|52.733235 	|0.004745 
0.532725 	| 0.013367 	|52.732939 	|0.004745 
0.532837 	| 0.013367 	|52.732642 	|0.004745 
0.532949 	| 0.013367 	|52.732346 	|0.004745 
0.533061 	| 0.013367 	|52.732050 	|0.004745 
0.533173 	| 0.013367 	|52.731753 	|0.004745 
0.533285 	| 0.013367 	|52.731457 	|0.004745 
0.533397 	| 0.013367 	|52.731161 	|0.004745 
0.533509 	| 0.013367 	|52.730865 	|0.004745 
0.533621 	| 0.013367 	|52.730568 	|0.004745 
0.533733 	| 0.013367 	|52.730272 	|0.004744 
0.533845 	| 0.013367 	|52.729976 	|0.004744 
0.533957 	| 0.013367 	|52.729679 	|0.004744 
0.534069 	| 0.013368 	|52.729383 	|0.004744 
0.534181 	| 0.013368 	|52.729087 	|0.004744 
0.534293 	| 0.013368 	|52.728791 	|0.004744 
0.534405 	| 0.013368 	|52.728494 	|0.004744 
0.534517 	| 0.013368 	|52.728198 	|0.004744 
0.534629 	| 0.013368 	|52.727902 	|0.004744 
0.534741 	| 0.013368 	|52.727606 	|0.004744 
0.534853 	| 0.013368 	|52.727309 	|0.004744 
0.534965 	| 0.013368 	|52.727013 	|0.004744 
0.535078 	| 0.013368 	|52.726717 	|0.004744 
0.535190 	| 0.013368 	|52.726421 	|0.004744 
0.535302 	| 0.013368 	|52.726125 	|0.004744 
0.535414 	| 0.013368 	|52.725828 	|0.004744 
0.535526 	| 0.013369 	|52.725532 	|0.004744 
0.535638 	| 0.013369 	|52.725236 	|0.004744 
0.535750 	| 0.013369 	|52.724940 	|0.004744 
0.535862 	| 0.013369 	|52.724644 	|0.004744 
0.535974 	| 0.013369 	|52.724347 	|0.004744 
0.536086 	| 0.013369 	|52.724051 	|0.004744 
0.536198 	| 0.013369 	|52.723755 	|0.004744 
0.536310 	| 0.013369 	|52.723459 	|0.004743 
0.536422 	| 0.013369 	|52.723163 	|0.004743 
0.536534 	| 0.013369 	|52.722867 	|0.004743 
0.536646 	| 0.013369 	|52.722571 	|0.004743 
0.536758 	| 0.013369 	|52.722274 	|0.004743 
0.536870 	| 0.013370 	|52.721978 	|0.004743 
0.536982 	| 0.013370 	|52.721682 	|0.004743 
0.537094 	| 0.013370 	|52.721386 	|0.004743 
0.537206 	| 0.013370 	|52.721090 	|0.004743 
0.537318 	| 0.013370 	|52.720794 	|0.004743 
0.537430 	| 0.013370 	|52.720498 	|0.004743 
0.537542 	| 0.013370 	|52.720202 	|0.004743 
0.537654 	| 0.013370 	|52.719906 	|0.004743 
0.537766 	| 0.013370 	|52.719610 	|0.004743 
0.537878 	| 0.013370 	|52.719314 	|0.004743 
0.537990 	| 0.013370 	|52.719018 	|0.004743 
0.538102 	| 0.013370 	|52.718722 	|0.004743 
0.538214 	| 0.013371 	|52.718426 	|0.004743 
0.538326 	| 0.013371 	|52.718129 	|0.004743 
0.538438 	| 0.013371 	|52.717833 	|0.004743 
0.538550 	| 0.013371 	|52.717537 	|0.004743 
0.538662 	| 0.013371 	|52.717241 	|0.004743 
0.538774 	| 0.013371 	|52.716945 	|0.004742 
0.538886 	| 0.013371 	|52.716649 	|0.004742 
0.538998 	| 0.013371 	|52.716353 	|0.004742 
0.539110 	| 0.013371 	|52.716057 	|0.004742 
0.539222 	| 0.013371 	|52.715761 	|0.004742 
0.539334 	| 0.013371 	|52.715465 	|0.004742 
0.539446 	| 0.013371 	|52.715169 	|0.004742 
0.539558 	| 0.013372 	|52.714874 	|0.004742 
0.539670 	| 0.013372 	|52.714578 	|0.004742 
0.539782 	| 0.013372 	|52.714282 	|0.004742 
0.539894 	| 0.013372 	|52.713986 	|0.004742 
0.540006 	| 0.013372 	|52.713690 	|0.004742 
0.540118 	| 0.013372 	|52.713394 	|0.004742 
0.540230 	| 0.013372 	|52.713098 	|0.004742 
0.540342 	| 0.013372 	|52.712802 	|0.004742 
0.540454 	| 0.013372 	|52.712506 	|0.004742 
0.540566 	| 0.013372 	|52.712210 	|0.004742 
0.540678 	| 0.013372 	|52.711914 	|0.004742 
0.540790 	| 0.013372 	|52.711618 	|0.004742 
0.540902 	| 0.013373 	|52.711322 	|0.004742 
0.541014 	| 0.013373 	|52.711027 	|0.004742 
0.541126 	| 0.013373 	|52.710731 	|0.004742 
0.541238 	| 0.013373 	|52.710435 	|0.004742 
0.541350 	| 0.013373 	|52.710139 	|0.004741 
0.541462 	| 0.013373 	|52.709843 	|0.004741 
0.541574 	| 0.013373 	|52.709547 	|0.004741 
0.541686 	| 0.013373 	|52.709251 	|0.004741 
0.541798 	| 0.013373 	|52.708956 	|0.004741 
0.541910 	| 0.013373 	|52.708660 	|0.004741 
0.542022 	| 0.013373 	|52.708364 	|0.004741 
0.542134 	| 0.013373 	|52.708068 	|0.004741 
0.542246 	| 0.013374 	|52.707772 	|0.004741 
0.542358 	| 0.013374 	|52.707476 	|0.004741 
0.542470 	| 0.013374 	|52.707181 	|0.004741 
0.542582 	| 0.013374 	|52.706885 	|0.004741 
0.542694 	| 0.013374 	|52.706589 	|0.004741 
0.542806 	| 0.013374 	|52.706293 	|0.004741 
0.542918 	| 0.013374 	|52.705998 	|0.004741 
0.543030 	| 0.013374 	|52.705702 	|0.004741 
0.543142 	| 0.013374 	|52.705406 	|0.004741 
0.543254 	| 0.013374 	|52.705110 	|0.004741 
0.543366 	| 0.013374 	|52.704814 	|0.004741 
0.543478 	| 0.013374 	|52.704519 	|0.004741 
0.543590 	| 0.013374 	|52.704223 	|0.004741 
0.543702 	| 0.013375 	|52.703927 	|0.004741 
0.543814 	| 0.013375 	|52.703632 	|0.004741 
0.543926 	| 0.013375 	|52.703336 	|0.004740 
0.544038 	| 0.013375 	|52.703040 	|0.004740 
0.544150 	| 0.013375 	|52.702744 	|0.004740 
0.544262 	| 0.013375 	|52.702449 	|0.004740 
0.544374 	| 0.013375 	|52.702153 	|0.004740 
0.544486 	| 0.013375 	|52.701857 	|0.004740 
0.544598 	| 0.013375 	|52.701562 	|0.004740 
0.544710 	| 0.013375 	|52.701266 	|0.004740 
0.544822 	| 0.013375 	|52.700970 	|0.004740 
0.544934 	| 0.013375 	|52.700675 	|0.004740 
0.545047 	| 0.013376 	|52.700379 	|0.004740 
0.545159 	| 0.013376 	|52.700083 	|0.004740 
0.545271 	| 0.013376 	|52.699788 	|0.004740 
0.545383 	| 0.013376 	|52.699492 	|0.004740 
0.545495 	| 0.013376 	|52.699196 	|0.004740 
0.545607 	| 0.013376 	|52.698901 	|0.004740 
0.545719 	| 0.013376 	|52.698605 	|0.004740 
0.545831 	| 0.013376 	|52.698310 	|0.004740 
0.545943 	| 0.013376 	|52.698014 	|0.004740 
0.546055 	| 0.013376 	|52.697718 	|0.004740 
0.546167 	| 0.013376 	|52.697423 	|0.004740 
0.546279 	| 0.013376 	|52.697127 	|0.004740 
0.546391 	| 0.013377 	|52.696832 	|0.004739 
0.546503 	| 0.013377 	|52.696536 	|0.004739 
0.546615 	| 0.013377 	|52.696240 	|0.004739 
0.546727 	| 0.013377 	|52.695945 	|0.004739 
0.546839 	| 0.013377 	|52.695649 	|0.004739 
0.546951 	| 0.013377 	|52.695354 	|0.004739 
0.547063 	| 0.013377 	|52.695058 	|0.004739 
0.547175 	| 0.013377 	|52.694763 	|0.004739 
0.547287 	| 0.013377 	|52.694467 	|0.004739 
0.547399 	| 0.013377 	|52.694172 	|0.004739 
0.547511 	| 0.013377 	|52.693876 	|0.004739 
0.547623 	| 0.013377 	|52.693581 	|0.004739 
0.547735 	| 0.013378 	|52.693285 	|0.004739 
0.547847 	| 0.013378 	|52.692990 	|0.004739 
0.547959 	| 0.013378 	|52.692694 	|0.004739 
0.548071 	| 0.013378 	|52.692399 	|0.004739 
0.548183 	| 0.013378 	|52.692103 	|0.004739 
0.548295 	| 0.013378 	|52.691808 	|0.004739 
0.548407 	| 0.013378 	|52.691512 	|0.004739 
0.548519 	| 0.013378 	|52.691217 	|0.004739 
0.548631 	| 0.013378 	|52.690921 	|0.004739 
0.548743 	| 0.013378 	|52.690626 	|0.004739 
0.548855 	| 0.013378 	|52.690330 	|0.004739 
0.548967 	| 0.013378 	|52.690035 	|0.004738 
0.549079 	| 0.013379 	|52.689740 	|0.004738 
0.549191 	| 0.013379 	|52.689444 	|0.004738 
0.549303 	| 0.013379 	|52.689149 	|0.004738 
0.549415 	| 0.013379 	|52.688853 	|0.004738 
0.549527 	| 0.013379 	|52.688558 	|0.004738 
0.549639 	| 0.013379 	|52.688262 	|0.004738 
0.549751 	| 0.013379 	|52.687967 	|0.004738 
0.549863 	| 0.013379 	|52.687672 	|0.004738 
0.549975 	| 0.013379 	|52.687376 	|0.004738 
0.550087 	| 0.013379 	|52.687081 	|0.004738 
0.550199 	| 0.013379 	|52.686786 	|0.004738 
0.550311 	| 0.013379 	|52.686490 	|0.004738 
0.550423 	| 0.013380 	|52.686195 	|0.004738 
0.550535 	| 0.013380 	|52.685899 	|0.004738 
0.550647 	| 0.013380 	|52.685604 	|0.004738 
0.550759 	| 0.013380 	|52.685309 	|0.004738 
0.550871 	| 0.013380 	|52.685013 	|0.004738 
0.550983 	| 0.013380 	|52.684718 	|0.004738 
0.551095 	| 0.013380 	|52.684423 	|0.004738 
0.551207 	| 0.013380 	|52.684128 	|0.004738 
0.551319 	| 0.013380 	|52.683832 	|0.004738 
0.551431 	| 0.013380 	|52.683537 	|0.004738 
0.551543 	| 0.013380 	|52.683242 	|0.004737 
0.551655 	| 0.013380 	|52.682946 	|0.004737 
0.551767 	| 0.013380 	|52.682651 	|0.004737 
0.551879 	| 0.013381 	|52.682356 	|0.004737 
0.551991 	| 0.013381 	|52.682060 	|0.004737 
0.552103 	| 0.013381 	|52.681765 	|0.004737 
0.552215 	| 0.013381 	|52.681470 	|0.004737 
0.552327 	| 0.013381 	|52.681175 	|0.004737 
0.552439 	| 0.013381 	|52.680879 	|0.004737 
0.552551 	| 0.013381 	|52.680584 	|0.004737 
0.552663 	| 0.013381 	|52.680289 	|0.004737 
0.552775 	| 0.013381 	|52.679994 	|0.004737 
0.552887 	| 0.013381 	|52.679699 	|0.004737 
0.552999 	| 0.013381 	|52.679403 	|0.004737 
0.553111 	| 0.013381 	|52.679108 	|0.004737 
0.553223 	| 0.013382 	|52.678813 	|0.004737 
0.553335 	| 0.013382 	|52.678518 	|0.004737 
0.553447 	| 0.013382 	|52.678223 	|0.004737 
0.553559 	| 0.013382 	|52.677927 	|0.004737 
0.553671 	| 0.013382 	|52.677632 	|0.004737 
0.553783 	| 0.013382 	|52.677337 	|0.004737 
0.553895 	| 0.013382 	|52.677042 	|0.004737 
0.554007 	| 0.013382 	|52.676747 	|0.004737 
0.554119 	| 0.013382 	|52.676452 	|0.004736 
0.554231 	| 0.013382 	|52.676156 	|0.004736 
0.554343 	| 0.013382 	|52.675861 	|0.004736 
0.554455 	| 0.013382 	|52.675566 	|0.004736 
0.554567 	| 0.013383 	|52.675271 	|0.004736 
0.554679 	| 0.013383 	|52.674976 	|0.004736 
0.554791 	| 0.013383 	|52.674681 	|0.004736 
0.554903 	| 0.013383 	|52.674386 	|0.004736 
0.555016 	| 0.013383 	|52.674091 	|0.004736 
0.555128 	| 0.013383 	|52.673795 	|0.004736 
0.555240 	| 0.013383 	|52.673500 	|0.004736 
0.555352 	| 0.013383 	|52.673205 	|0.004736 
0.555464 	| 0.013383 	|52.672910 	|0.004736 
0.555576 	| 0.013383 	|52.672615 	|0.004736 
0.555688 	| 0.013383 	|52.672320 	|0.004736 
0.555800 	| 0.013383 	|52.672025 	|0.004736 
0.555912 	| 0.013384 	|52.671730 	|0.004736 
0.556024 	| 0.013384 	|52.671435 	|0.004736 
0.556136 	| 0.013384 	|52.671140 	|0.004736 
0.556248 	| 0.013384 	|52.670845 	|0.004736 
0.556360 	| 0.013384 	|52.670550 	|0.004736 
0.556472 	| 0.013384 	|52.670255 	|0.004736 
0.556584 	| 0.013384 	|52.669960 	|0.004735 
0.556696 	| 0.013384 	|52.669665 	|0.004735 
0.556808 	| 0.013384 	|52.669370 	|0.004735 
0.556920 	| 0.013384 	|52.669075 	|0.004735 
0.557032 	| 0.013384 	|52.668780 	|0.004735 
0.557144 	| 0.013384 	|52.668485 	|0.004735 
0.557256 	| 0.013385 	|52.668190 	|0.004735 
